,Unnamed: 0,address,building,unit,level,room,用户地址,楼,单元,层,房间
219,219,小森日禾料理小屋(红山6979店)(红山6979小森日禾),,,,,小森日禾料理小屋(红山6979店) (红山6979小森日禾),,,,
220,220,丹堤实验学校,,,,,丹堤实验学校,,,,
221,221,互联e时代大厦(4楼a4—803（不用打电话拍照给我),,a4,4,803,互联E时代大厦 (4楼A4—803（不用打电话拍照给我),,,4,
222,222,深圳北高铁生产生活基地-西南门(深圳北行车公寓3栋105),3栋,,1,105,深圳北高铁生产生活基地-西南门 (深圳北行车公寓3栋105),3栋,,1,105
223,223,凯儿得乐(星河world，g2栋),g2栋,,,,凯儿得乐 (星河WORLD，G2栋),g2栋,,,
224,224,星河world-f座(3201),f座,,32,3201,星河WORLD-F座 (3201),f座,,32,3201
225,225,南坑村(南坑北六巷七号3楼301),,,3,301,南坑村 (南坑北六巷七号3楼301),,,3楼,301
226,226,太平洋影城(深圳8号仓店)(1),,,,1,太平洋影城(深圳8号仓店) (1),,,,
227,227,九方购物中心(人民路)(中航天逸花园a1栋1201),a1栋,,12,01,九方购物中心(人民路) (中航天逸花园A1栋1201),a1栋,,12,1201
228,228,大熊烤肉拌饭(龙岗店),,,,,大熊烤肉拌饭(龙岗店),,,,
229,229,大参林药房(深圳龙华百杏林店),,,,,大参林药房(深圳龙华百杏林店),,,,
230,230,星光之约花园麒麟西三巷-8号楼(409),8号楼,,4,409,星光之约花园麒麟西三巷-8号楼 (409),8号楼,,4,409
231,231,南景新村(c4栋604),c4栋,,6,604,南景新村 (C4栋604),c4栋,,6,604
232,232,七彩拉丁艺术学苑(六七期泳池萃思英语),,,,,七彩拉丁艺术学苑 (六七期泳池萃思英语),,,,
233,233,盛荟居-a栋(2803室),a栋,,28,2803室,盛荟居-A栋 (2803室),a栋,,28,2803室
234,234,裕恒地产(光雅园路店)(光雅园路13号),,,,光雅园路13号,裕恒地产(光雅园路店) (光雅园路13号),,,,
235,235,星河world-g座(g1四楼),g座,,4,,星河WORLD-G座 (G1四楼),g|g1,,4,
236,236,金光华集团松元厦城市更新办公室(观平路310号),,,,观平路310号,金光华集团松元厦城市更新办公室 (观平路310号),,,,
237,237,御珑豪园(6栋806),6栋,,8,806,御珑豪园 (6栋806),6栋,,8,806
238,238,万科星火天璇仓(7栋二层213b),7栋,二层,,213b,万科星火天璇仓 (7栋二层213B),7栋,,二层,213b
239,239,星河world-g座(4层货拉拉),g座,,4,,星河WORLD-G座 (4 层货拉拉),g座,,4层,
240,240,田村电子(深圳)有限公司(a栋4楼整层),a栋,,4,整层,田村电子(深圳)有限公司 (A栋4楼整层),a栋,,4楼,
241,241,深圳市美通供应链有限责任公司(9栋105),9栋,,1,105,深圳市美通供应链有限责任公司 (9栋105),9栋,,1,105
242,242,璞悦山-别墅(5栋),5栋,,,,璞悦山-别墅 (5栋),5栋,,,
243,243,横岭三区-47栋(深圳市龙华区民治街道横岭三区47栋4楼406),47栋,,4,406,横岭三区-47栋 (深圳市龙华区民治街道 横岭三区47栋4楼406),47栋,,4楼,406
244,244,星河传奇三期-a栋(706),a栋,,7,706,星河传奇三期-A栋 (706),a栋,,7,706
245,245,壹城中心六区-2栋(4002),2栋,,40,4002,壹城中心六区-2栋 (4002),2栋,,40,4002
246,246,锦绣鸿都大厦(21楼),,,21,,锦绣鸿都大厦 (21楼),,,21楼,
247,247,龙泽苑-b栋(社康服务中心向右走上二楼龙城物业管理中心),b栋,,2,龙城物业管理中心,龙泽苑-B栋 (社康服务中心向右走上二楼龙城物业管理中心),b栋,,2,
248,248,民乐澳门新村(澳门新村网吧62号机),,,,62号机,民乐澳门新村 (澳门新村网吧62号机),,,,
249,249,龙岸花园2期-西北门(5栋10cd),5栋,,10,10cd,龙岸花园2期-西北门 (5栋10CD),5栋,,10,cd
250,250,星河银湖谷-5栋(1503),5栋,,15,,星河银湖谷-5栋 (1503),5栋,,15,1503
251,251,boldbread(暂停营业)(龙塘村北十巷4号203房),,,2,203房,BoldBread(暂停营业) (龙塘村北十巷4号203房),,,2,203房
252,252,深圳细刻网络科技有限公司(3楼),,,3,,深圳细刻网络科技有限公司 (3楼),,,3,
254,254,蛙来哒(星河worldcocopark店)(四楼蛙来哒),,,4,蛙来哒,蛙来哒(星河WORLDCocopark店) (四楼蛙来哒),,,4,
255,255,8号仓奥特莱斯(奥特莱斯负一楼李宁专柜b122),,,-1,b122,8号仓奥特莱斯 (奥特莱斯负一楼李宁专柜B122),,,负一楼,b122
256,256,龙福一村(7栋601),7栋,,6,601,龙福一村 (7栋601),7栋,,6,601
257,257,锦绣江南花园三期-d9座(8d),d9座,,8,8d,锦绣江南花园三期-D9座 (8D),d9座,,8,d
258,258,溪山美地园(西门14栋b座28f),14栋,b座,28,,溪山美地园 (西门14栋B座 28F),14栋b座,,28,f
259,259,澳门新村-80栋(1201),80栋,,12,01,澳门新村-80栋 (1201),80栋,,12,1201
260,260,坪山电子世界(a16柜台),,,,柜台,坪山电子世界 (A16柜台),,,,a16
261,261,1970科技园(2栋609),2栋,,6,09,1970科技园 (2栋609),2栋,,6,609
262,262,莱蒙水榭春天二期-6栋(水榭二期6栋文竹苑1单元15f（社康西门）),6栋,文竹苑1单元,15,15f,莱蒙水榭春天二期-6栋 (水榭二期6栋文竹苑1单元15F（社康西门）),6栋,1单元,15,f
263,263,坂田国际中心(b栋815室),b栋,,8,815,坂田国际中心 (b栋815室),b的,,8,815室
264,264,深圳市民治中学(教师楼604),教师楼,,6,04,深圳市民治中学 (教师楼604),教师楼,,6,604
265,265,星河word写字楼-e栋(微克科技1405),e栋,,14,微克科技1405,星河WORD写字楼-E栋 (微克科技1405),e栋,,14,1405
266,266,坳头新村(69栋盈安大厦703),69栋,,7,703,坳头新村 (69栋盈安大厦703),69栋,,7,703
267,267,维也纳酒店(吉祥地铁站店)(801),,,,801,维也纳酒店(吉祥地铁站店) (801),,,8,801
268,268,桐芯堂大药房(天曜分店)(安宏基天曜广场桐芯堂大药房),,,,桐芯堂大药房,桐芯堂大药房(天曜分店) (安宏基天曜广场桐芯堂大药房),,,,
269,269,溪山美地园(12栋b座24cd),12栋|b座,,2,24cd,溪山美地园 (12栋B座24cd),12栋b座,,24,cd
270,270,民乐工业园(d栋601),d栋,,6,01,民乐工业园 (D栋601),d栋,,6,601
271,271,壹方天地c区(b1楼016a/gxg),,016a/gxg,,,壹方天地C区 (B1楼016A/GXG),,,b1楼,016a
272,272,世纪春城三期-4栋(1406房),4栋,,14,1406,世纪春城三期-4栋 (1406房),4栋,,14,1406
273,273,中海锦城(2栋29a),2栋,,29,29a,中海锦城 (2栋29A),2栋,,29,a
274,274,鹏峰公寓(鹏峰公寓旁边的永祥公寓903),,,9,03,鹏峰公寓 (鹏峰公寓旁边的永祥公寓903),,,9,903
275,275,深圳中升汇宝4s店(布龙路663号中升汇宝汽车销售服务有限公司售后),,,,,深圳中升汇宝4S店 (布龙路663号 中升汇宝汽车销售服务有限公司 售后),,,,
276,276,星河world-d座(星河worldd栋701（请不要送到c栋，是d栋d栋）),d座,,7,701,星河WORLD-D座 (星河world  D栋701（请不要送到c栋，是D栋D栋）),d座,,7,701
277,277,星河world银湖谷-9号楼(坂田街道银湖谷9栋1楼财务室),9号楼,,1,财务室,星河WORLD银湖谷-9号楼 (坂田街道银湖谷9栋1楼财务室),9号楼,,1,
278,278,横岭村二区-11栋(14楼1404),11栋,,14,1404,横岭村二区-11栋 (14楼 1404),11栋,,14楼,1404
279,279,华雅豪庭(光雅园美食街北3巷6-1号602),,,6,602,华雅豪庭 (光雅园美食街北3巷6-1号602),,,6,602
280,280,坂田国际中心-c2栋(212),c2栋,,2,12,坂田国际中心-C2栋 (212),c2栋,,2,212
281,281,巨光电商圆(7栋1楼深圳新树国际物流科技有限公司),7栋,,1,,巨光电商圆 (7栋1楼深圳新树国际物流科技有限公司),7栋,,1楼,
282,282,创兴时代(a座403),a座,,4,03,创兴时代 (A座403),a座,,4,403
283,283,星河worldc座(7楼),,,7,,星河WORLDC座 (7楼),c座,,7,
284,284,杨美侨联东社区(6巷5号102),,6巷,,5号102,杨美侨联东社区 (6巷5号102),,,1,102
285,285,潜龙鑫茂花园a区-西北门(a5栋4单元4e),a5栋,4单元,4,4e,潜龙鑫茂花园A区-西北门 (A5栋4单元4E),a5栋,4单元,4,e
286,286,海之音艺术中心(刷卡进保安亭走十米右边彩虹楼梯上二楼),,,2,,海之音艺术中心 (刷卡进保安亭走十米右边彩虹楼梯上二楼),,,二楼,
287,287,民乐翠园小区(民治街道民乐翠园5栋3单元210),5栋,3单元,2,210,民乐翠园小区 (民治街道民乐翠园5栋3单元210),5栋,3单元,2,210
288,288,横岭村一区-51栋(横岭一区51栋504),51栋,,5,504,横岭村一区-51栋 (横岭一区51栋504),51栋,,5,504
289,289,星河丹堤f区-3栋-2单元(1403),3栋,2单元,14,1403,星河丹堤F区-3栋-2单元 (1403),3栋,2单元,14,1403
290,290,瑞清眼镜(红山店)(民繁路红木街路口红山6979购物中心22栋142号),22栋,,1,142号,瑞清眼镜(红山店) (民繁路红木街路口红山6979购物中心22栋142号),22栋,,1,142号
291,291,新桂园(a1栋3楼),a1栋,,3,,新桂园 (A1栋3楼),a1栋,,3楼,
292,292,许恒家园(606),,,6,606,许恒家园 (606),,,6,606
293,293,华南物流办公楼(二楼206室),,,2,206,华南物流办公楼 (二楼206室),,,2,206
294,294,深圳万科时代广场3栋b座写字楼(13楼),3栋b座,,13,,深圳万科时代广场3栋B座写字楼 (13楼),3栋b座,,13,
295,295,松仔园(三区十二号802),,,8,02,松仔园 (三区十二号802),,,8,802
296,296,龙华区第二幼儿园,,,,,龙华区第二幼儿园,,,,
297,297,魔方公寓(利金城店),,,,,魔方公寓(利金城店),,,,
298,298,深圳市龙岗区实验学校-东门(实验学校初中部),,,,,深圳市龙岗区实验学校-东门 (实验学校初中部),,,,
299,299,鸿荣源博誉府展示中心(鸿荣源博誉府营销中心),,,,,鸿荣源博誉府展示中心 (鸿荣源博誉府营销中心),,,,
300,300,东浩地下停车场-出入口(5cd),,,,,东浩地下停车场-出入口 (5CD),,,5,cd
301,301,东浩艺术中心(2楼b座),b座,,2,,东浩艺术中心 (2楼B座),b座,,2楼,
302,302,润达圆庭-d栋(润达圆庭d座9d),d栋,,9,9d,润达圆庭-D栋 (润达圆庭D座9D),d栋,,9,d
303,303,万科·金域华府(新区大道)(2期3栋3205),3栋,,32,3205,万科·金域华府(新区大道) (2期3栋3205),3栋,,32,3205
304,304,万科星火online-7栋(前门前台135-136),7栋,,1,前门前台135-136,万科星火online-7栋 (前门前台135-136),7栋,,,135-136
305,305,世纪春城1期(2c栋2单元303),2c栋,2单元,3,303,世纪春城1期 (2c栋2单元303),2c栋,2单元,3,303
306,306,祥寓(岗贝店)-c栋(502到了放门口),c栋,,5,02,祥寓(岗贝店)-C栋 (502 到了放门口),c栋,,5,502
307,307,1970科技小镇(5栋307),5栋,,3,307,1970科技小镇 (5栋307),5栋,,3,307
308,308,星河·领创天下(一期二楼耕艺文旅),,,2,,星河·领创天下 (一期二楼 耕艺文旅),,,2,
309,309,金地龙城中央3期(建设中)(3期c座3405),c座,,34,3405,金地龙城中央3期(建设中) (3期C座3405),c座,,34,3405
310,310,叕唐鼓手学院(15栋),15栋,,,,叕唐鼓手学院 (15栋),15栋,,,
311,311,花样年·龙年广场(22楼前台右转放在外卖区，谢谢！),,,22,,花样年·龙年广场 (22楼前台右转放在外卖区，谢谢！),,,22,
312,312,星河领创天下(星河领创天下一期201),,,2,201,星河领创天下 (星河领创天下一期201),,,2,201
313,313,南边灶安罝小区-13栋(13栋2单元802),13栋,2单元,8,02,南边灶安罝小区-13栋 (13栋2单元802),13栋,2单元,8,802
314,314,1985园中园(4栋4楼),4栋,,4,,1985园中园 (4栋4楼),4栋,,4楼,
315,315,润达圆庭(g栋5c),g栋,,5,c,润达圆庭 (G栋5C),g栋,,5,c
316,316,天天见·面馆(麒麟东四巷15号楼1101号房),15号楼,,11,1101号房,天天见·面馆 (麒麟东四巷15号楼1101号房),15号楼,,11,1101号
317,317,深圳迈瑞动物医疗科技有限公司,,,,,深圳迈瑞动物医疗科技有限公司,,,,
318,318,莱蒙·水榭春天6期(a区2栋29d),2栋,,29,29d,莱蒙·水榭春天6期 (A区2栋29D),2栋,,29,d
319,319,几何电商园五和园(608),,,6,08,几何电商园五和园 (608),,,6,608
320,320,龙军工业区-21栋(21栋外卖室),21栋,,,外卖室,龙军工业区-21栋 (21栋外卖室),21栋,,,
321,321,东明大厦(民康路)(911),,,9,11,东明大厦(民康路) (911),,,9,911
322,322,博捷芯半导体产业园(1栋12层办公室),1栋,,12,办公室,博捷芯半导体产业园 (1栋12层办公室),1栋,,12层,
323,323,8号仓奥特莱斯(8号仓2楼l258-259myteno（女装）),8号,,2,l258-259myteno（女装）,8号仓奥特莱斯 (8号仓2楼L258-259MYTENO（女装）),,,2楼,
324,324,六维商务中心(c座507),c座,,5,507,六维商务中心 (C座507),c座,,5,507
325,325,育英小学(育英小学大门),,,,育英小学大门,育英小学 (育英小学大门),,,,
326,326,cococity-d门(d门电电帮),,,,,COCOCity-D门 (D门电电帮),,,,
327,327,上塘商业大厦(7楼713),,,7,713,上塘商业大厦 (7楼713),,,7,713
328,328,华侨新村(中裕冠大道)(16栋1401),16栋,,14,1401,华侨新村(中裕冠大道) (16栋1401),16栋,,16,1401
329,329,星河world1期-a座(2303),a座,,23,2303,星河WORLD1期-A座 (2303),a座,,23,2303
330,330,上品原味烤肉烧烤(永香路8巷6号1004),6号,,10,1004,上品原味烤肉烧烤 (永香路8巷6号1004),,,10,1004
331,331,金地上塘道二期-东南门(11栋2单元12c),11栋,2单元,12,12c,金地上塘道二期-东南门 (11栋2单元12C),11栋,2单元,12,c
332,332,顺兴工业区(c栋2楼),c栋,,2,,顺兴工业区 (C栋2楼),c栋,,2楼,
333,333,永甘路54号-b栋(实际上是永甘路56号！),b栋,,,,永甘路54号-B栋 (实际上是永甘路56号！),b栋,,,
334,334,园景花园(2栋g单元1014),2栋,g单元,10,1014,园景花园 (2栋G单元1014),2栋,g单元,10,1014
335,335,维也纳国际酒店·深圳坂田杨美地铁站店(放楼下就行),,,,,维也纳国际酒店·深圳坂田杨美地铁站店 (放楼下就行),,,,
336,336,龙岗中心医院-愉园社区健康服务中心(愉园社康中心二楼),,,2,,龙岗中心医院-愉园社区健康服务中心 (愉园社康中心二楼),,,,
337,337,安宏基天曜广场(c栋17c),c栋,,17,17c,安宏基天曜广场 (c栋17c),c栋,,17,c
338,338,和磡村(南二巷4栋4楼405),4栋,,4,405,和磡村 (南二巷4栋4楼405),4栋,,4楼,405
339,339,盈嘉园公寓(六巷七号504),,,5,504,盈嘉园公寓 (六巷七号 504),,,5,504
340,340,万科第五园5期(12栋1007号),12栋,,10,7,万科第五园5期 (12栋1007号),12栋,,10,1007号
341,341,华业玫瑰四季2(二期1栋1单元3a),1栋,1单元,3,a,华业玫瑰四季2 (二期1栋1单元3A),1栋,1单元,3,a
342,342,蓝坤大厦(819),,,8,19,蓝坤大厦 (819),,,8,819
343,343,龙城国际(7栋3单元806),7栋,3单元,8,806,龙城国际 (7栋3单元806),7栋,3单元,8,806
344,344,皓月花园-7栋(303),7栋,,3,303,皓月花园-7栋 (303),7栋,,3,303
345,345,坂田国际中心(b栋901),b栋,,9,901,坂田国际中心 (B栋901),b栋,,9,901
346,346,信顺连锁便利店(南坑路店)(南4巷5号1102),,,11,1102,信顺连锁便利店(南坑路店) (南4巷5号 1102),,,11,1102
347,347,大同公寓(5楼511),,,5,511,大同公寓 (5楼511),,,5楼,511
348,348,龙光·君悦龙庭-一期(9栋b座201),9栋|b座,,2,201,龙光·君悦龙庭-一期 (9栋B座201),9栋b座,,2,201
349,349,华业玫瑰四季2(2栋2a),2栋,2a,,,华业玫瑰四季2 (2栋2A),2栋,,2,a
350,350,民治街道办经济科技科统计办(2楼),,,2,,民治街道办经济科技科统计办 (2楼),,,2楼,
351,351,民兴工业区-4栋(4栋201),4栋,,2,201,民兴工业区-4栋 (4栋201),4栋,,2,201
352,352,星河world-g座(龙岗区坂田街道雅宝路1号星河world－g2),g座,,,,星河WORLD-G座 (龙岗区坂田街道雅宝路1号星河World－G2),g座|g2,,,
353,353,光雅园二巷(二巷18号204),二巷18号,,2,204,光雅园二巷 (二巷18号204),,,2,204
354,354,龙塘新村(龙塘新村23栋201),23栋,,2,201,龙塘新村 (龙塘新村23栋201),23栋,,2,201
355,355,深圳市谷驰实业有限公司(2栋6楼),2栋,,6,,深圳市谷驰实业有限公司 (2栋6楼),2栋,,6楼,
356,356,宝龙比亚迪后门,,,,,宝龙比亚迪后门,,,,
357,357,万科星火天璇仓(7栋223),7栋,,2,223,万科星火天璇仓 (7栋223),7栋,,2,223
358,358,阳光新境园2号楼(d17d),2号楼,,d,17d,阳光新境园2号楼 (D17D),2号楼,d,17,d
359,359,金地上塘道(9-1-9d),,,9,9d,金地上塘道 (9-1-9D),9,1,9,d
360,360,龙岸花园-2栋(龙岸花园二栋二单元15cd),2栋,二单元,15,cd,龙岸花园-2栋 (龙岸花园二栋二单元15cd),2栋,二单元,15,cd
361,361,横岭4区(18栋701),,,7,701,横岭4区 (18栋701),18栋,,7,701
362,362,hbc汇隆中心-北塔(40楼),,,40,,HBC汇隆中心-北塔 (40楼),北塔,,40楼,
363,363,龙光物业租售中心(龙光玖钻1a1706（放在门口就好了）),,,17,1706,龙光物业租售中心 (龙光玖钻1A1706（放在门口就好了）),1a,,17,1706
364,364,大发铺东村三巷10号(1401),,,14,1401,大发铺东村三巷10号 (1401),,,14,1401
365,365,鹏城驾校(民治店)(民治大道140),,,,民治大道140,鹏城驾校(民治店) (民治大道140),,,,
366,366,万科四季花城-海棠苑(n座502),n座,,5,2,万科四季花城-海棠苑 (N座502),n座,,5,502
367,367,民乐老村12栋(1607),12栋,,16,1607,民乐老村12栋 (1607),12栋,,16,1607
368,368,星河world3期(f座3楼),f座,,3,,星河WORLD3期 (F座3楼),f座,,3楼,
369,369,深圳市众谊数码数码科技开发有限公司-f栋(f栋402),f栋,,4,402,深圳市众谊数码数码科技开发有限公司-F栋 (F栋402),f栋,,4,402
370,370,云里智能园(4栋603),4栋,,6,3,云里智能园 (4栋603),4栋,,6,603
371,371,龙璧工业区(东门)(龙壁工业区7栋1楼唯质科技有限公司),7栋,,1,,龙璧工业区(东门) (龙壁工业区7栋1楼 唯质科技有限公司),7栋,,1,
372,372,合正中央原著(北区2栋16e),2栋,,16,16e,合正中央原著 (北区2栋16E),2栋,,16,e
373,373,高时文体中心篮球馆(放前台打完球来拿（4b）),,,,4b,高时文体中心篮球馆 (放前台 打完球来拿（4B）),,,4,4b
374,374,万科里城第五园四期2栋(307),2栋,,3,307,万科里城第五园四期2栋 (307),2栋,,3,307
375,375,海宁广场大厦写字楼(15e有料设计),,,15,e有料设计,海宁广场大厦写字楼 (15e有料设计),,,15,e
376,376,南联新村(9栋1301),9栋,,13,01,南联新村 (9栋1301),9栋,,13,1301
378,378,青创城(c栋4楼桑椹进门柜子上),c栋,,4,,青创城 (C栋4楼桑椹进门柜子上),c栋,,4,
379,379,上丰花园-1栋(406b),1栋,,4,406b,上丰花园-1栋 (406b),1栋,,4,406b
380,380,深圳大米和小米(坂田国际中心)-b栋(坂田国际中心b栋3楼大米和小米),b栋,,3,大米和小米,深圳大米和小米(坂田国际中心)-B栋 (坂田国际中心B栋3楼大米和小米),b栋,,3楼,
381,381,百佳华领域广场(百佳华超市负一楼欧妃泉护肤店),,,-1,欧妃泉护肤店,百佳华领域广场 (百佳华超市负一楼欧妃泉护肤店),,,负一楼,
382,382,星河world二期-d栋(1402),d栋,,14,1402,星河WORLD二期-D栋 (1402),d栋,,14,1402
383,383,滢水山庄1区(27栋b单元208室),27栋,b单元,2,208,滢水山庄1区 (27栋B单元208室),27栋,b单元,2,208
384,384,梅花山庄思梅园-10栋(思梅园10栋202),10栋,,2,202,梅花山庄思梅园-10栋 (思梅园10栋202),10栋,,2,202
385,385,水岸新都(一期4栋上e座502房),4栋,,5,502房,水岸新都 (一期4栋上E座502房),4栋|e座,,5,502房
386,386,中海朗月苑-5栋(坂田中海月朗苑5栋二单元12d),5栋,二单元,12,12d,中海朗月苑-5栋 (坂田中海月朗苑5栋二单元12 d),5栋,二单元,12,d
387,387,苹果园(小区),,,,,苹果园 (小区),,,,
388,388,现代华庭(初之遇公寓501),,,,501,现代华庭 (初之遇公寓501),,,5,501
389,389,龙悦居4期(4栋2401),4栋,,24,2401,龙悦居4期 (4栋2401),4栋,,24,2401
390,390,金地龙城中央(2a413),,,4,413,金地龙城中央 (2A413),2a,,4,413
391,391,聚友烤吧砂锅粥(龙园路店)(聚友烤吧右边楼南程路3号),,,,,聚友烤吧砂锅粥(龙园路店) (聚友烤吧右边楼  南程路3号),,,,
